UUID,Category,Sub category,Elementary flowname,Unit,acidification,ecotoxicity,eutrophication,globalwarming,ozonedepletion,photochemicaloxidation,carcinogenics,non-carcinogenics,respiratory.effects
e2b06931-1124-4ff0-afaa-1dd64cc52cbc,soil,unspecified,Aniline,kg,0,0,0,0,0,0,0,0,0
09f735ea-0a87-4e19-a660-d044db3a7118,water,unspecified,Aniline,kg,0,0,0,0,0,0,0.0099858,111.28,0
cfd2030e-0fb3-4946-8a0b-9d1667aceb77,air,unspecified,Anthracene,kg,0,0,0,0,0,0,0,0,0
0b7ea4ed-4359-4e0d-a862-7d0821941faf,soil,unspecified,Anthracene,kg,0,0,0,0,0,0,0,0,0
66fd221b-68dd-4cb2-af1b-82d301a53535,water,unspecified,Anthracene,kg,0,0,0,0,0,0,0,0,0
9495989d-ca0f-4c30-a301-9aa8ae006676,air,unspecified,Anthranilic acid,kg,0,0,0,0,0,0,0,0,0
79cba13f-b646-4c58-af36-cbcdf048adb3,soil,unspecified,Anthraquinone,kg,0,0,0,0,0,0,0,0,0
77927dac-dea3-429d-a434-d5a71d92c4f7,air,unspecified,Antimony,kg,0,0,0,0,0,0,0,2801500,0
c49fb4cd-eed0-4438-9052-9612473cdbae,soil,unspecified,Antimony,kg,0,0,0,0,0,0,0,3052900,0
b2dc8668-86de-4207-b20e-dc81dea63c98,water,unspecified,Antimony,kg,0,0,0,0,0,0,0,4206.2,0
84e56689-d3d4-4f9b-831d-e4e83046ce2c,water,unspecified,Antimony-122,kBq,0,0,0,0,0,0,0,0,0
8cd82962-d90f-409a-b3c1-961d5365d338,air,unspecified,Antimony-124,kBq,0,0,0,0,0,0,0,0,0
64f81516-52e1-4ce6-a22c-84d3f7cc9a53,water,unspecified,Antimony-124,kBq,0,0,0,0,0,0,0,0,0
9314fbdb-a2c7-466b-bb6c-61c89f09df51,air,unspecified,Antimony-125,kBq,0,0,0,0,0,0,0,0,0
fa194dc5-ad5d-4c1e-a8f4-9fedba38fe8d,water,unspecified,Antimony-125,kBq,0,0,0,0,0,0,0,0,0
f16b4cbc-10cb-46bc-a971-86d796b1f976,air,unspecified,"AOX, Adsorbable Organic Halogen as Cl",kg,0,0,0,0,0,0,0,0,0
a4f6341b-1762-4222-9024-bfd91f63588f,water,unspecified,"AOX, Adsorbable Organic Halogen as Cl",kg,0,0,0,0,0,0,0,0,0
fe0acd60-3ddc-11dd-a350-0050c2490048,air,unspecified,Argon,kg,0,0,0,0,0,0,0,0,0
e7edd471-6c72-42b0-8c2b-8dc9f1959c63,air,unspecified,Argon-41,kBq,0,0,0,0,0,0,0,0,0
7ae371a5-8532-11e0-9d78-0800200c9a66,air,unspecified,"Aromatics, unspecified",kg,0,0,0,0,0,0,0,0,0
dc6dbdaa-9f13-43a8-8af5-6603688c6ad0,air,unspecified,Arsenic,kg,0,208.59,0,0,0,0,8496.7,469380,0
fc84887d-158e-4067-80dc-9743165bd70d,soil,unspecified,Arsenic,kg,0,39.085,0,0,0,0,8885.2,496830,0
8a377f10-d147-41ff-b9ef-53fad50245ce,water,unspecified,Arsenic,kg,0,0,0,0,0,0,0,0,0
08a91e70-3ddc-11dd-97d8-0050c2490048,air,unspecified,Arsenic trioxide,kg,0,0,0,0,0,0,0,0,0
7cee74fc-6c4b-47c0-b624-2d12d9ea0619,air,unspecified,"Arsenic, ion",kg,0,0,0,0,0,0,0,0,0
3256d56f-4ca3-4680-8cc1-0f8748e71373,soil,unspecified,"Arsenic, ion",kg,0,0,0,0,0,0,0,0,0
e1bd008f-c3c2-47f1-ab60-35e1a842acc0,water,unspecified,"Arsenic, ion",kg,0,246.04,0,0,0,0,281.71,13502,0
aeae7594-af69-46d2-9965-8c235b5c3fe3,air,unspecified,Arsine,kg,0,0,0,0,0,0,0,0,0
a4418067-bc07-4f15-a13a-47827ce35510,soil,unspecified,Asulam,kg,0,0,0,0,0,0,0,0,0
e794472e-5ee2-4f30-8522-deadba411a79,air,unspecified,Atrazine,kg,0,0,0,0,0,0,0,0,0
eb036c79-906b-4812-bba3-4908d3117886,soil,unspecified,Atrazine,kg,0,0,0,0,0,0,0,0,0
63e78928-8549-11e0-9d78-0800200c9a66,water,unspecified,Atrazine,kg,0,0,0,0,0,0,0,0,0
1949a62f-610e-4f8f-85ac-a550cea30b96,air,unspecified,avermectin B1,kg,0,0,0,0,0,0,0,0,0
e2ffa376-4d3a-4904-ae35-3fe8803ede9a,soil,unspecified,avermectin B1,kg,0,0,0,0,0,0,0,0,0
58557d01-7bf8-4eee-9ca7-9d238d76af4c,soil,unspecified,Azadirachtin,kg,0,0,0,0,0,0,0,0,0
6d19195c-bc04-4903-87a5-e8485c541ffa,air,unspecified,Azinphos-methyl,kg,0,0,0,0,0,0,0,0,0
67054dea-44a4-4b28-a46b-6f14d38e3170,soil,unspecified,Azinphos-methyl,kg,0,0,0,0,0,0,0,0,0
63e7892a-8549-11e0-9d78-0800200c9a66,water,unspecified,Azinphos-methyl,kg,0,0,0,0,0,0,0,0,0
1b09ec10-7136-4925-a0b9-05985cbf4586,soil,unspecified,Azoxystrobin,kg,0,0,0,0,0,0,0,0,0
42076160-1689-4a39-b6cb-85fc2e1c6f85,water,unspecified,Azoxystrobin,kg,0,0,0,0,0,0,0,0,0
17a7db69-d874-4ecd-af5d-48c98def445f,water,unspecified,Barite,kg,0,0,0,0,0,0,0,0,0
7e246e3a-5cff-43fc-a8e6-02d191424559,air,unspecified,Barium,kg,0,0,0,0,0,0,0,18046,0
99cd88f6-16b7-4b28-895c-2f42101f634b,soil,unspecified,Barium,kg,0,0,0,0,0,0,0,19672,0
0e1c17ae-8144-4714-a7cd-786a5480f423,water,unspecified,Barium,kg,0,0,0,0,0,0,0,57.297,0
634463b6-08b4-487a-b0af-4e19fbe8bca2,air,unspecified,Barium-140,kBq,0,0,0,0,0,0,0,0,0
36c37c87-0dbf-4e30-83e9-288825e113b2,water,unspecified,Barium-140,kBq,0,0,0,0,0,0,0,0,0
c787cc74-bb14-4498-b784-c561f652975e,soil,unspecified,Bark,kg,0,0,0,0,0,0,0,0,0
d8776c46-94db-4e3b-b48a-27dc36eb089b,soil,unspecified,Bendiocarb,kg,0,0,0,0,0,0,0,0,0
272cead6-adef-4797-a31c-04f51be4ddda,soil,unspecified,Benomyl,kg,0,0,0,0,0,0,0,0,0
bd1f7754-2d75-4aec-a30e-79544f04a554,soil,unspecified,Bensulfuron methyl ester,kg,0,0,0,0,0,0,0,0,0
bf106dba-fb0a-4746-a87d-dcc053332f80,air,unspecified,Bentazone,kg,0,0,0,0,0,0,0,0,0
1851d2ef-82f3-4f29-a694-4fe14bf602e1,soil,unspecified,Bentazone,kg,0,0,0,0,0,0,0,0,0
63e7892c-8549-11e0-9d78-0800200c9a66,water,unspecified,Bentazone,kg,0,0,0,0,0,0,0,0,0
a65f4744-f555-44cb-8534-aa5adc72d7a7,air,unspecified,Benzal chloride,kg,0,0,0,0,0,0,0,0,0
cb29369f-6e3a-42b2-868c-1da562585995,water,unspecified,Benzal chloride,kg,0,0,0,0,0,0,0,0,0
10d26189-a688-4859-8aa9-525e058a07f0,air,unspecified,Benzaldehyde,kg,0,0,0,0,0,-0.099677,0,0,0
e1b28c71-2209-4283-8e4a-07705bf868e5,soil,unspecified,Benzaldehyde,kg,0,0,0,0,0,0,0,0,0
28999907-a8a7-45b3-857e-836495ca2aa0,air,unspecified,Benzene,kg,0,0.006342,0,0,0,0.19863,1,14.6,0
b8d35216-a196-42a5-a211-4b09dc646706,soil,unspecified,Benzene,kg,0,0,0,0,0,0,0,0,0
31ba993d-f8aa-44c0-bae1-b6c2081144f6,water,unspecified,Benzene,kg,0,1.629,0,0,0,0,1,9.6062,0
0d25326e-2335-4a06-8ecb-d161f02adccf,air,unspecified,"Benzene, 1,2,4-trimethyl-",kg,0,0,0,0,0,0,0,0,0
092e41f0-01cf-4a9d-9654-4e72350204a9,soil,unspecified,"Benzene, 1,2,4-trimethyl-",kg,0,0,0,0,0,0,0,0,0
fe0acd60-3ddc-11dd-a282-0050c2490048,air,unspecified,"Benzene, 1,3,5-trimethyl-",kg,0,0,0,0,0,0,0,0,0
14f124a9-ef9d-4923-9690-af1c4b61c5c4,soil,unspecified,"Benzene, 1,3,5-trimethyl-",kg,0,0,0,0,0,0,0,0,0
1c1540c4-34b0-490f-b644-e4655e04855d,soil,unspecified,"Benzene, 1-methyl-4-(1-methylethyl)-",kg,0,0,0,0,0,0,0,0,0
7ae371a6-8532-11e0-9d78-0800200c9a66,water,unspecified,"Benzene, 1-methyl-4-(1-methylethyl)-",kg,0,0,0,0,0,0,0,0,0
63e7892d-8549-11e0-9d78-0800200c9a66,air,unspecified,"Benzene, chloro-",kg,0,0,0,0,0,0,0,0,0
edf80471-e08f-4a72-be49-75b24d30e354,soil,unspecified,"Benzene, chloro-",kg,0,0,0,0,0,0,0,0,0
7f886a09-50b2-49c1-8fdf-d330c90556a1,water,unspecified,"Benzene, chloro-",kg,0,8.8594,0,0,0,0,0,4.0878,0
b1c36287-329c-49f0-93c2-68246d34007c,air,unspecified,"Benzene, dichloro",kg,0,0.15335,0,0,0,0,0,12.375,0
88ef28f1-cfd5-44a0-ac34-01acf2db84a0,air,unspecified,"Benzene, ethyl-",kg,0,0.0033772,0,0,0,0.59032,0,0,0
bd87711a-ca51-4601-8d81-7ea58f2f7362,soil,unspecified,"Benzene, ethyl-",kg,0,0,0,0,0,0,0,0,0
3dd549fd-825c-4ceb-a5f9-2988d322dc5d,water,unspecified,"Benzene, ethyl-",kg,0,3.2683,0,0,0,0,0,0,0
04f42988-6207-4d09-a91f-155be8d27eb0,air,unspecified,"Benzene, hexachloro-",kg,0,273.23,0,0,0,0,82.712,1035.2,0
179332b2-2fb2-48ed-98ff-21ac7a25e55d,soil,unspecified,"Benzene, hexachloro-",kg,0,0,0,0,0,0,0,0,0
6a9ef0ac-2a82-492b-90f7-7f8d09995bbc,air,unspecified,"Benzene, pentachloro-",kg,0,78.458,0,0,0,0,0,1346.3,0
25322d32-24f9-4c36-9a74-abd83882e659,soil,unspecified,"Benzene, pentachloro-",kg,0,0,0,0,0,0,0,0,0
20c282c3-d3ef-4792-953f-dcd1b64c5063,water,unspecified,"Benzene, pentamethyl-",kg,0,0,0,0,0,0,0,0,0
1fa13519-31f3-4346-8fd3-748f320831a0,water,unspecified,"Benzenes, alkylated, unspecified",kg,0,0,0,0,0,0,0,0,0
c268b8a0-7813-43ce-b889-46f0e703c604,soil,unspecified,benzidine,kg,0,0,0,0,0,0,0,0,0
4d54a087-6fd2-4cb9-b1bc-3cc4659b3422,air,unspecified,Benzo(a)anthracene,kg,0,0,0,0,0,0,0,0,0
f932e524-e4be-44c9-9834-b46c89b7efa1,soil,unspecified,Benzo(a)anthracene,kg,0,0,0,0,0,0,0,0,0
4c45dbee-20af-4bcb-a888-bd115de45ebf,water,unspecified,Benzo(a)anthracene,kg,0,0,0,0,0,0,0,0,0
5e13c2ab-5466-4ff5-816d-702dfdf25f76,air,unspecified,Benzo(a)pyrene,kg,0,0.068765,0,0,0,0,914.27,0,0
b13d399c-70bf-472f-957f-d0d270fa376f,soil,unspecified,Benzo(a)pyrene,kg,0,0,0,0,0,0,0,0,0
63e7892e-8549-11e0-9d78-0800200c9a66,water,unspecified,Benzo(a)pyrene,kg,0,0,0,0,0,0,0,0,0
3b76ede0-796b-4c01-905e-e8ae780f6082,air,unspecified,"Benzo(b,j,k)fluoranthene",kg,0,0,0,0,0,0,0,0,0
523d0ad6-315e-4e17-a7e4-b9969f791212,water,unspecified,"Benzo(b,j,k)fluoranthene",kg,0,0,0,0,0,0,0,0,0
49e82a9e-331a-45e1-8a86-ff1526045fc8,air,unspecified,Benzo(ghi)perylene,kg,0,0,0,0,0,0,0,0,0
4d9a8790-3ddd-11dd-94a1-0050c2490048,air,unspecified,Benzo(k)fluoranthene,kg,0,0,0,0,0,0,0,0,0
936ece4f-6e0a-4aa8-9a8a-3b77e8d5d13b,air,unspecified,"Benzofluoranthene, unspecified",kg,0,0,0,0,0,0,0,0,0
81442ae0-ce31-4182-a79f-3cb2e27f24c9,soil,unspecified,Benzoic acid,kg,0,0,0,0,0,0,0,0,0
eac402d6-0c44-4fa1-a41f-e643f3e31308,water,unspecified,Benzoic acid,kg,0,0,0,0,0,0,0,0,0
27901817-7f49-4b80-9594-aa03cd257dc2,soil,unspecified,BENZOIC TRICHLORIDE (BENZOTRICHLORIDE),kg,0,0,0,0,0,0,0,0,0
56019ca8-e7c8-461c-8c8c-56262087de44,soil,unspecified,Benzoyl chloride,kg,0,0,0,0,0,0,0,0,0
e2eae062-196b-4be0-a827-f16ee27ba6fc,soil,unspecified,Benzyl alcohol,kg,0,0,0,0,0,0,0,0,0
5934e254-ca2a-4cd8-92fa-3c9bbf1779ec,water,unspecified,Benzyl alcohol,kg,0,0,0,0,0,0,0,0,0
a87b678b-4445-4707-aa9c-792d5ca64bcb,air,unspecified,Benzyl chloride,kg,0,0,0,0,0,0,0,0,0
49f999ff-d0c1-4273-a229-f7bd8db843d9,soil,unspecified,Benzyl chloride,kg,0,0,0,0,0,0,0,0,0
20557d93-2b1c-49b5-b6c0-3528a8bbc307,air,unspecified,Beryllium,kg,0,0,0,0,0,0,11.642,167540,0
dbf49708-ee0c-44f2-8662-5edd89ad472b,soil,unspecified,Beryllium,kg,0,0,0,0,0,0,0.025079,180870,0
8d0ca1a5-6a40-4eda-861a-a0fccdc81b19,water,unspecified,Beryllium,kg,0,0,0,0,0,0,1.0679E-46,1047.5,0
f68ebf80-5fa3-45fd-9576-b12540f186e1,air,unspecified,beta-butyrolactone,kg,0,0,0,0,0,0,0,0,0
6af31840-3316-49f1-9e38-8834e96bee28,soil,unspecified,beta-butyrolactone,kg,0,0,0,0,0,0,0,0,0
3d23f295-58bc-4ab2-b858-ea40c022f8ac,water,unspecified,beta-butyrolactone,kg,0,0,0,0,0,0,0,0,0
348133b2-abc2-463d-aa13-5a23c4222ee0,soil,unspecified,Bifenox,kg,0,0,0,0,0,0,0,0,0
5f636488-18ab-470e-80fa-e3fa6fc294d8,soil,unspecified,Bifenthrin,kg,0,0,0,0,0,0,0,0,0
7ae371a7-8532-11e0-9d78-0800200c9a66,air,unspecified,Biphenyl,kg,0,0,0,0,0,0,0,0,0
5d7fc89a-2402-4833-b32f-b43564bbe8e4,soil,unspecified,Biphenyl,kg,0,0,0,0,0,0,0,0,0
7ae371a8-8532-11e0-9d78-0800200c9a66,water,unspecified,Biphenyl,kg,0,0,0,0,0,0,0,0,0
554b92b2-8277-42e8-a820-d6fc70449bd0,soil,unspecified,BIS(2-CHLORO-1-METHYLETHYL) ETHER,kg,0,0,0,0,0,0,0,0,0
f5ec3dc2-513f-469c-accb-542b4e774d98,soil,unspecified,bis(2-chloroethoxy)methane,kg,0,0,0,0,0,0,0,0,0
59e6b01c-e4fa-4e51-bfe8-5ee0d5f59379,soil,unspecified,Bis(2-chloroethyl)ether,kg,0,0,0,0,0,0,0,0,0
dec695c4-3b3b-453b-9c9f-f346a60fd073,air,unspecified,bis(n-octyl) phthalate,kg,0,0,0,0,0,0,0,0,0
8b6acea7-029a-4fa2-8a02-686a5869d28e,soil,unspecified,bis(n-octyl) phthalate,kg,0,0,0,0,0,0,0,0,0
2b4dd8bb-1d96-4d75-8027-7da020c517c0,soil,unspecified,Bis-(chloromethyl)ether,kg,0,0,0,0,0,0,0,0,0
56fc81f2-f952-4a2e-85cf-9eea8396acdb,soil,unspecified,Bisphenol A,kg,0,0,0,0,0,0,0,0,0
6f536002-4ce4-4512-a7c5-8075c410f5b8,soil,unspecified,Bitertanol,kg,0,0,0,0,0,0,0,0,0
91955aba-6ebc-4413-9342-f0298860b4aa,water,unspecified,"BOD5, Biological Oxygen Demand",kg,0,0,0.05,0,0,0,0,0,0
d493b514-f36d-482f-a978-63b5a1889bc2,water,unspecified,Borate,kg,0,0,0,0,0,0,0,0,0
f19d8e53-09ab-45fa-a7c1-f7da101dab3e,air,unspecified,Boric acid,kg,0,0,0,0,0,0,0,0,0
b8fc2875-a1ce-4a7c-a73d-6ba5b26319d3,air,unspecified,Boron,kg,0,0,0,0,0,0,0,0,0
e3b7b5aa-514e-430e-9544-07d8f5b8d494,soil,unspecified,Boron,kg,0,0,0,0,0,0,0,0,0
4a15cd40-96e6-4912-8298-c0fa8f9e2aee,water,unspecified,Boron,kg,0,0,0,0,0,0,0,0,0
4c0d236e-e50f-409e-b84b-b053da3394fa,air,unspecified,Boron carbide,kg,0,0,0,0,0,0,0,0,0
60b42f10-f538-4d77-ad4a-e83282f929e8,water,unspecified,Boron carbide,kg,0,0,0,0,0,0,0,0,0
8e7d8523-2761-4eb1-a55a-958be4b0d23b,air,unspecified,Boron trifluoride,kg,0,0,0,0,0,0,0,0,0
92bbe0d4-7579-4f66-b986-300e57852d67,soil,unspecified,Bromacil,kg,0,0,0,0,0,0,0,0,0
02e8cc99-50a9-4f0d-b1d0-656904255841,soil,unspecified,Bromate,kg,0,0,0,0,0,0,0,0,0
506fe866-1081-4152-a19d-b50825f99d83,water,unspecified,Bromate,kg,0,0,0,0,0,0,0,0,0
9ca6b049-f809-4b8a-aeb7-c75fdf68d339,air,unspecified,Bromide,kg,0,0,0,0,0,0,0,0,0
1977149f-3739-45a3-935a-6c2ebc94bf6f,soil,unspecified,Bromide,kg,0,0,0,0,0,0,0,0,0
72b26150-457e-47b6-a77c-987c2e76f704,water,unspecified,Bromide,kg,0,0,0,0,0,0,0,0,0
c24f5894-f95e-4661-ba76-130397348894,air,unspecified,Bromine,kg,0,0,0,0,0,0,0,0,0
45afb543-bc53-471e-8fc9-6ed3a5775071,soil,unspecified,Bromine,kg,0,0,0,0,0,0,0,0,0
b935e766-fece-4a4f-8f60-b735ea7b214d,water,unspecified,Bromine,kg,0,0,0,0,0,0,0,0,0
adc8a0ac-f701-4bd3-ab46-13a758350985,air,unspecified,Bromoform,kg,0,0,0,0,0,0,0,0,0
06907f73-1694-4177-9cc7-ecd0cbf7edef,soil,unspecified,Bromoform,kg,0,0,0,0,0,0,0,0,0
2bc7f4af-23a0-4fe5-b039-3de5529d3d2b,air,unspecified,Bromoxynil,kg,0,0,0,0,0,0,0,0,0
4f53a599-163c-4263-822f-0a582632d224,soil,unspecified,Bromoxynil,kg,0,0,0,0,0,0,0,0,0
63e78930-8549-11e0-9d78-0800200c9a66,water,unspecified,Bromoxynil,kg,0,0,0,0,0,0,0,0,0
ab548877-bfb7-457b-b1fe-d4f970917287,soil,unspecified,Bromuconazole,kg,0,0,0,0,0,0,0,0,0
2280158c-c627-4714-9f4d-b46118d313cc,air,unspecified,"BTEX (Benzene, Toluene, Ethylbenzene, and Xylene), unspecified ratio",kg,0,0,0,0,0,0,0,0,0
0caccb10-c146-4c59-94db-cb342c044636,soil,unspecified,Buprofezin,kg,0,0,0,0,0,0,0,0,0
5064da53-d4ec-44ee-ba23-b20a4f8c4964,air,unspecified,Butadiene,kg,0,0,0,0,0,2.6008,0.4143,1.3289,0
1189d9d1-4922-473a-b48b-17d3dbf5e62c,soil,unspecified,Butadiene,kg,0,0,0,0,0,0,0,0,0
982b0510-96ac-4bcb-a758-e98006b95f4d,air,unspecified,Butane,kg,0,0,0,0,0,0.28573,0,0,0
1f1f7a46-29ea-427c-b986-41c77049897c,air,unspecified,"Butane, 1,1,1,3,3-pentafluoro-, HFC-365mfc",kg,0,0,0,0,0,0,0,0,0
3d03f081-347c-4b18-b13b-c1785f61f4f5,air,unspecified,"Butane, perfluoro-",kg,0,0,0,0,0,0,0,0,0
4b79b81b-3cd3-450b-a8de-1c397cc70b44,air,unspecified,"Butane, perfluorocyclo-, PFC-318",kg,0,0,0,0,0,0,0,0,0
b9a9b2ad-5db3-47aa-81de-3a48ae9ad4ec,air,unspecified,Butanol,kg,0,0,0,0,0,0.70056,0,0.91055,0
d88a8411-295e-453a-82fc-6db6c906b3ec,soil,unspecified,Butanol,kg,0,0,0,0,0,0,0,0,0
b50d8d03-7e88-4b29-9d10-67bbe01bdbc6,water,unspecified,Butanol,kg,0,0,0,0,0,0,0,0.17937,0
91f6386a-af2e-4bbb-a05c-62e4483b1bcf,air,unspecified,Butene,kg,0,0,0,0,0,1.7524,0,0,0
700969dc-4def-4093-98a0-adbb65771fcd,water,unspecified,Butene,kg,0,0,0,0,0,0,0,0,0
262cc485-4e2d-44af-bb1a-c52868186d0b,air,unspecified,Butyl acetate,kg,0,0,0,0,0,0,0,0,0
84a5db0d-8e79-43c4-877a-0706bdae38d0,soil,unspecified,Butyl acetate,kg,0,0,0,0,0,0,0,0,0
7198aaf8-0acc-428d-8da0-558911e24f95,water,unspecified,Butyl acetate,kg,0,0,0,0,0,0,0,0,0
d35370a4-5101-44b4-8b0f-b264e02e6316,soil,unspecified,butylate,kg,0,0,0,0,0,0,0,0,0
d279bdef-1284-46be-9999-384a0df3267e,air,unspecified,Butyraldehyde,kg,0,0,0,0,0,0,0,0,0
6643ff2d-3f75-4a95-8fb8-44ef4f558a5a,soil,unspecified,Butyraldehyde,kg,0,0,0,0,0,0,0,0,0
17ae628d-e769-4aa3-a20e-9f9bad222bf2,air,unspecified,Butyrolactone,kg,0,0,0,0,0,0,0,0,0
9c2e78e0-38d7-4eb7-a40f-31c7308b1dd6,water,unspecified,Butyrolactone,kg,0,0,0,0,0,0,0,0,0
ea9f2ca3-791f-4b65-a7d6-2a14b2c90ef5,soil,unspecified,C.I. direct blue 218,kg,0,0,0,0,0,0,0,0,0
9580004a-95e1-4477-8c2f-651e37b5a8b4,soil,unspecified,C.I. disperse yellow 3,kg,0,0,0,0,0,0,0,0,0
1c5a7322-9261-4d59-a692-adde6c12de92,air,unspecified,Cadmium,kg,0,6.2632,0,0,0,0,24.983,387350,0
12d6029e-3801-42ee-a1bc-1ebf936884fc,soil,unspecified,Cadmium,kg,0,0.78792,0,0,0,0,0.093607,308520,0
c087ef23-4b5b-40f6-932a-7939b72386c4,water,unspecified,Cadmium,kg,0,0,0,0,0,0,0,0,0
2712fe5f-0d3c-4c8e-8bc4-26c604413849,water,unspecified,"Cadmium, ion",kg,0,10.355,0,0,0,0,5.3741E-49,2014000,0
86ca2828-78b4-40f2-ad29-b80c4fd7a7d3,water,unspecified,Cadmium-109,kBq,0,0,0,0,0,0,0,0,0
b87016c6-ac91-4414-98ce-fb665e0a6d2e,air,unspecified,Calcium,kg,0,0,0,0,0,0,0,0,0
e681e6ba-2d66-4f17-8812-e8c74bdcf7e8,soil,unspecified,Calcium,kg,0,0,0,0,0,0,0,0,0
2feed42c-5c1a-4770-a233-6d4e0cf8f02e,water,unspecified,Calcium,kg,0,0,0,0,0,0,0,0,0
5c2957fe-5790-4bbe-a7f1-06be8e6fb89a,air,unspecified,Calcium  hydroxide,kg,0,0,0,0,0,0,0,0,0
0bfd55e1-42df-4002-842f-bbf5b09d955e,soil,unspecified,Calcium  hydroxide,kg,0,0,0,0,0,0,0,0,0
e7b9425e-7b3d-4ffa-8b54-ea85bd423616,water,unspecified,Calcium carbonate,kg,0,0,0,0,0,0,0,0,0
08151735-9d1b-4b1c-a8b1-f341ade54f2f,water,unspecified,"Calcium, ion",kg,0,0,0,0,0,0,0,0,0
fe0acd60-3ddc-11dd-9fcf-0050c2490048,air,unspecified,Caprolactam,kg,0,0,0,0,0,0,0,0,0
439b4d62-c7e4-4721-a292-ae09f438885b,soil,unspecified,Caprolactam,kg,0,0,0,0,0,0,0,0,0
134db8b8-7fad-4440-a4d4-420c4f72e08b,soil,unspecified,Captan,kg,0,0,0,0,0,0,0,0,0
8b46f1f9-9870-441b-b460-bbbd4037b7a3,air,unspecified,Carbaryl,kg,0,0,0,0,0,0,0,0,0
dc1aba16-3b00-4847-87ac-87a190045455,soil,unspecified,Carbaryl,kg,0,0,0,0,0,0,0,0,0
63e78932-8549-11e0-9d78-0800200c9a66,water,unspecified,Carbaryl,kg,0,0,0,0,0,0,0,0,0
b0119755-cc6e-48cf-a74e-5df2cd24cc9e,soil,unspecified,Carbendazim,kg,0,0,0,0,0,0,0,0,0
0198994d-8669-4e7d-ac90-dd703cd32c66,soil,unspecified,Carbetamide,kg,0,0,0,0,0,0,0,0,0
9e14ff1c-6e61-4bd4-bfea-4ec5f57065dd,air,unspecified,Carbofuran,kg,0,0,0,0,0,0,0,0,0
197d45af-b6a3-4266-946d-b39132e18cc8,soil,unspecified,Carbofuran,kg,0,0,0,0,0,0,0,0,0
63e7b030-8549-11e0-9d78-0800200c9a66,water,unspecified,Carbofuran,kg,0,0,0,0,0,0,0,0,0
14ea575b-5caa-4958-acf7-0bcc47f9cadf,soil,unspecified,Carbon,kg,0,0,0,0,0,0,0,0,0
08c652a9-77b6-4263-ac7b-c249a92457b9,air,unspecified,Carbon (total),kg,0,0,0,0,0,0,0,0,0
b978d369-ac8b-4c1e-b010-d0e0406733d9,air,unspecified,Carbon black,kg,0,0,0,0,0,0,0,0,0
7ae371aa-8532-11e0-9d78-0800200c9a66,air,unspecified,Carbon dioxide,kg,0,0,0,0,0,0,0,0,0
eba59fd6-f37e-41dc-9ca3-c7ea22d602c7,air,unspecified,"Carbon dioxide, biogenic",kg,0,0,0,0,0,0,0,0,0
349b29d1-3e58-4c66-98b9-9d1a076efd2e,air,unspecified,"Carbon dioxide, fossil",kg,0,0,0,1,0,0,0,0,0
e4e9febc-07c1-403d-8d3a-6707bb4d96e6,air,unspecified,"Carbon dioxide, land transformation",kg,0,0,0,0,0,0,0,0,0
d94a5a1a-bc06-48fd-b6d9-7477ea65cacd,air,unspecified,Carbon disulfide,kg,0,0,0,0,0,0,0,188.08,0
e542238e-9cd3-4842-97c8-105572e0a89b,soil,unspecified,Carbon disulfide,kg,0,0,0,0,0,0,0,0,0
38574d8f-e0f9-4a7c-8edc-70193e608c57,water,unspecified,Carbon disulfide,kg,0,0,0,0,0,0,0,215.71,0
7ae371ac-8532-11e0-9d78-0800200c9a66,air,unspecified,Carbon monoxide,kg,0,0,0,0,0,0,0,0,0
2cb2333c-1599-46cf-8435-3dffce627524,air,unspecified,"Carbon monoxide, biogenic",kg,0,0,0,0,0,0.013387,0,0,0
ba2f3f82-c93a-47a5-822a-37ec97495275,air,unspecified,"Carbon monoxide, fossil",kg,0,0,0,1.57,0,0.013387,0,0,0
d9ce625a-9f80-4c3b-b9e2-5b3596ff2a52,water,unspecified,"Carbon, organic bound",kg,0,0,0,0,0,0,0,0,0
bfc66f26-0b11-4e6e-9e8c-2bfde24dc23c,air,unspecified,Carbon-14,kBq,0,0,0,0,0,0,0,0,0
c18f9e43-e4ad-4b3a-8ed8-638fe8015425,water,unspecified,Carbon-14,kBq,0,0,0,0,0,0,0,0,0
4ccf69ef-e377-4cac-b188-5c9c58cefa56,water,unspecified,Carbonate,kg,0,0,0,0,0,0,0,0,0
c61d74d7-3212-4d77-b32c-ae151eb3def2,air,unspecified,Carbonyl sulfide,kg,0,0,0,0,0,0,0,0,0
cdfd749d-15b7-43e8-ba54-c8582ee64e30,soil,unspecified,Carboxin,kg,0,0,0,0,0,0,0,0,0
017be306-b88a-4d3a-a906-b8734b72b6fb,water,unspecified,"Carboxylic acids, unspecified",kg,0,0,0,0,0,0,0,0,0
f6068c19-fdea-473a-9495-054f6140b015,water,unspecified,Carfentrazone ethyl ester,kg,0,0,0,0,0,0,0,0,0
9fa20195-7b98-4976-ad55-d7eea0327110,soil,unspecified,CATECHOL,kg,0,0,0,0,0,0,0,0,0
c9e7bf95-483c-469c-8d21-9012f926b3b0,air,unspecified,Cerium-141,kBq,0,0,0,0,0,0,0,0,0
c1666cdb-dfd8-4060-9e2a-3ded00878a2d,water,unspecified,Cerium-141,kBq,0,0,0,0,0,0,0,0,0
